PLAYER,STATUS,REASON,TEAM,GAME,DATE
"Kuminga, Jonathan",Out,Injury/Illness - Right Ankle; Sprain,Golden State Warriors,POR@GSW,03/10/2025
"Payton II, Gary",Available,Injury/Illness - Bilateral Nasal Bone; Fracture - Facemask,Golden State Warriors,POR@GSW,03/10/2025
"Podziemski, Brandin",Out,Injury/Illness - Bilateral Low Back; Strain,Golden State Warriors,POR@GSW,03/10/2025
"Brunson, Jalen",Out,Injury/Illness - Right Ankle; Sprain,New York Knicks,NYK@SAC,03/10/2025
"Dadiet, Pacome",Out,G League - On Assignment,New York Knicks,NYK@SAC,03/10/2025
"Hukporti, Ariel",Out,Injury/Illness - Left Knee; Meniscus Surgery,New York Knicks,NYK@SAC,03/10/2025
"McCullar Jr., Kevin",Out,G League - Two-Way,New York Knicks,NYK@SAC,03/10/2025
"Etienne, Tyson",Out,G League - Two-Way,Brooklyn Nets,BKN@CLE,03/11/2025
"Evbuomwan, Tosan",Out,G League - Two-Way,Brooklyn Nets,BKN@CLE,03/11/2025
"Melton, De'Anthony",Out,Injury/Illness - Left Knee; ACL Tear,Brooklyn Nets,BKN@CLE,03/11/2025
"Russell, D'Angelo",Out,Injury/Illness - Right Ankle; Injury Management,Brooklyn Nets,BKN@CLE,03/11/2025
"Whitehead, Dariq",Out,G League - On Assignment,Brooklyn Nets,BKN@CLE,03/11/2025
"Bates, Emoni",Out,G League - Two-Way,Cleveland Cavaliers,BKN@CLE,03/11/2025
"Hunter, De'Andre",Questionable,Injury/Illness - Illness; Illness,Cleveland Cavaliers,BKN@CLE,03/11/2025
"Jerome, Ty",Out,Rest,Cleveland Cavaliers,BKN@CLE,03/11/2025
"Mitchell, Donovan",Questionable,Injury/Illness - Left Groin; Soreness,Cleveland Cavaliers,BKN@CLE,03/11/2025
"Tomlin, Nae'Qwan",Out,G League - Two-Way,Cleveland Cavaliers,BKN@CLE,03/11/2025
"Travers, Luke",Out,G League - Two-Way,Cleveland Cavaliers,BKN@CLE,03/11/2025
"Bey, Saddiq",Out,Injury/Illness - Left Knee; ACL Surgery,Washington Wizards,WAS@DET,03/11/2025
"Brogdon, Malcolm",Out,Injury/Illness - Left Ankle; Sprain,Washington Wizards,WAS@DET,03/11/2025
"Coulibaly, Bilal",Out,Injury/Illness - Right Hip; Contusion,Washington Wizards,WAS@DET,03/11/2025
"Johnson, AJ",Out,Coach's Decision,Washington Wizards,WAS@DET,03/11/2025
"Harper Jr., Ron",Out,G League - Two-Way,Detroit Pistons,WAS@DET,03/11/2025
"Ivey, Jaden",Out,Injury/Illness - Left Fibula; Fracture,Detroit Pistons,WAS@DET,03/11/2025
"Jenkins, Daniss",Out,G League - Two-Way,Detroit Pistons,WAS@DET,03/11/2025
"Klintman, Bobi",Out,G League - On Assignment,Detroit Pistons,WAS@DET,03/11/2025
"Smith, Tolu",Out,G League - Two-Way,Detroit Pistons,WAS@DET,03/11/2025
"Antetokounmpo, Giannis",Probable,Injury/Illness - Left Calf; Strain,Milwaukee Bucks,MIL@IND,03/11/2025
"Connaughton, Pat",Questionable,Injury/Illness - Left Calf; Strain,Milwaukee Bucks,MIL@IND,03/11/2025
"Lillard, Damian",Probable,Injury/Illness - Right Groin; Soreness,Milwaukee Bucks,MIL@IND,03/11/2025
"Livingston, Chris",Out,Injury/Illness - Non-covid; Illness,Milwaukee Bucks,MIL@IND,03/11/2025
"Nance, Pete",Questionable,Injury/Illness - Left Ankle; Sprain,Milwaukee Bucks,MIL@IND,03/11/2025
"Portis, Bobby",Out,League Suspension,Milwaukee Bucks,MIL@IND,03/11/2025
"Smith, Tyler",Out,Injury/Illness - Back; Spasms,Milwaukee Bucks,MIL@IND,03/11/2025
"Dennis, RayJ",Probable,G League - Two-Way,Indiana Pacers,MIL@IND,03/11/2025
"Freeman, Enrique",Doubtful,G League - Two-Way,Indiana Pacers,MIL@IND,03/11/2025
"Haliburton, Tyrese",Questionable,Injury/Illness - Left Hip Flexor; Strain,Indiana Pacers,MIL@IND,03/11/2025
"Jackson, Isaiah",Out,Injury/Illness - Right Achilles Tendon; Tear,Indiana Pacers,MIL@IND,03/11/2025
"Jackson, Quenton",Probable,G League - Two-Way,Indiana Pacers,MIL@IND,03/11/2025
"McConnell, T.J.",Questionable,Injury/Illness - Right Ankle; Sprain,Indiana Pacers,MIL@IND,03/11/2025
"Baldwin Jr., Patrick",Out,G League - Two-Way,LA Clippers,LAC@NOP,03/11/2025
"Christie, Cam",Out,G League - On Assignment,LA Clippers,LAC@NOP,03/11/2025
"Eubanks, Drew",Questionable,Injury/Illness - Left Hip; Soreness,LA Clippers,LAC@NOP,03/11/2025
"Flowers, Trentyn",Out,G League - Two-Way,LA Clippers,LAC@NOP,03/11/2025
"Lundy, Seth",Out,G League - Two-Way,LA Clippers,LAC@NOP,03/11/2025
"Powell, Norman",Out,Injury/Illness - Right Hamstring; Strain,LA Clippers,LAC@NOP,03/11/2025
"Simmons, Ben",Out,Injury/Illness - Left Knee; Injury Management,LA Clippers,LAC@NOP,03/11/2025
"Alvarado, Jose",Available,Injury/Illness - Left Hip; Soreness,New Orleans Pelicans,LAC@NOP,03/11/2025
"Boston, Brandon",Out,Injury/Illness - Left Ankle; Stress Reaction,New Orleans Pelicans,LAC@NOP,03/11/2025
"Jones, Herbert",Out,Injury/Illness - Right Shoulder; Torn Rotator Cuff,New Orleans Pelicans,LAC@NOP,03/11/2025
"Murray, Dejounte",Out,Injury/Illness - Right Achilles; Rupture,New Orleans Pelicans,LAC@NOP,03/11/2025
"Olynyk, Kelly",Out,Rest,New Orleans Pelicans,LAC@NOP,03/11/2025
"Quinones, Lester",Out,G League - Two-Way,New Orleans Pelicans,LAC@NOP,03/11/2025
"Baugh, Damion",Out,G League - Two-Way,Charlotte Hornets,CHA@ATL,03/12/2025
"Mann, Tre",Out,Injury/Illness - Disc; Herniation,Charlotte Hornets,CHA@ATL,03/12/2025
"Miller, Brandon",Out,Injury/Illness - Right Wrist; Ligament Repair,Charlotte Hornets,CHA@ATL,03/12/2025
"Nurkic, Jusuf",Questionable,Injury/Illness - Left Shin; Contusion,Charlotte Hornets,CHA@ATL,03/12/2025
"Okogie, Josh",Out,Injury/Illness - Left Hamstring; Strain,Charlotte Hornets,CHA@ATL,03/12/2025
"Salaun, Tidjane",Out,G League - On Assignment,Charlotte Hornets,CHA@ATL,03/12/2025
"Simpson, KJ",Out,G League - Two-Way,Charlotte Hornets,CHA@ATL,03/12/2025
"Williams, Grant",Out,Injury/Illness - Right Acl; Repair,Charlotte Hornets,CHA@ATL,03/12/2025
"Bufkin, Kobe",Out,Injury/Illness - Right Shoulder; Surgery,Atlanta Hawks,CHA@ATL,03/12/2025
"Capela, Clint",Out,Injury/Illness - N/A; Family Reasons,Atlanta Hawks,CHA@ATL,03/12/2025
"Johnson, Jalen",Out,Injury/Illness - Left Shoulder; Surgery,Atlanta Hawks,CHA@ATL,03/12/2025
"LeVert, Caris",Questionable,Injury/Illness - Left Middle Finger; Sprain,Atlanta Hawks,CHA@ATL,03/12/2025
"Nance Jr., Larry",Out,Injury/Illness - Right Medial Femoral Condyle; Fracture,Atlanta Hawks,CHA@ATL,03/12/2025
"Plowden, Daeqwon",Out,G League - Two-Way,Atlanta Hawks,CHA@ATL,03/12/2025
"Toppin, Jacob",Out,G League - Two-Way,Atlanta Hawks,CHA@ATL,03/12/2025
"Wallace, Keaton",Questionable,G League - Two-Way,Atlanta Hawks,CHA@ATL,03/12/2025
"Young, Trae",Questionable,Injury/Illness - Left Quad; Contusion,Atlanta Hawks,CHA@ATL,03/12/2025
"Carlson, Branden",Out,G League - Two-Way,Oklahoma City Thunder,OKC@BOS,03/12/2025
"Caruso, Alex",Questionable,Injury/Illness - N/a; Illness,Oklahoma City Thunder,OKC@BOS,03/12/2025
"Ducas, Alex",Out,G League - Two-Way,Oklahoma City Thunder,OKC@BOS,03/12/2025
"Hartenstein, Isaiah",Available,Injury/Illness - Nasal; Fracture,Oklahoma City Thunder,OKC@BOS,03/12/2025
"Jones, Dillon",Out,G League - On Assignment,Oklahoma City Thunder,OKC@BOS,03/12/2025
"Mitchell, Ajay",Out,Injury/Illness - Right Great Toe; Sprain,Oklahoma City Thunder,OKC@BOS,03/12/2025
"Topic, Nikola",Out,Injury/Illness - Left Knee; Surgery,Oklahoma City Thunder,OKC@BOS,03/12/2025
"Williams, Jalen",Out,Injury/Illness - Right Hip; Strain,Oklahoma City Thunder,OKC@BOS,03/12/2025
"Brown, Jaylen",Probable,Injury/Illness - Right Knee; Posterior Impingement,Boston Celtics,OKC@BOS,03/12/2025
"Davison, JD",Out,G League - Two-Way,Boston Celtics,OKC@BOS,03/12/2025
"Norris, Miles",Out,G League - Two-Way,Boston Celtics,OKC@BOS,03/12/2025
"Peterson, Drew",Out,G League - Two-Way,Boston Celtics,OKC@BOS,03/12/2025
"Porzingis, Kristaps",Questionable,Injury/Illness - Illness; Non-Covid,Boston Celtics,OKC@BOS,03/12/2025
"Tatum, Jayson",Questionable,Injury/Illness - Right Knee; Tendinopathy,Boston Celtics,OKC@BOS,03/12/2025
"Drummond, Andre",Questionable,Injury/Illness - N/a; Illness,Philadelphia 76ers,PHI@TOR,03/12/2025
"Embiid, Joel",Out,Injury/Illness - Left Knee; Injury,Philadelphia 76ers,PHI@TOR,03/12/2025
"George, Paul",Out,Injury/Illness - Left Groin; Soreness,Philadelphia 76ers,PHI@TOR,03/12/2025
"Gordon, Eric",Out,Injury/Illness - Right Wrist; Surgery,Philadelphia 76ers,PHI@TOR,03/12/2025
"Hood-Schifino, Jalen",Out,G League - Two-Way,Philadelphia 76ers,PHI@TOR,03/12/2025
"Lowry, Kyle",Out,Injury/Illness - Right Hip; Injury Management,Philadelphia 76ers,PHI@TOR,03/12/2025
"Maxey, Tyrese",Out,Injury/Illness - Lower Back; Sprain / Finger Sprain,Philadelphia 76ers,PHI@TOR,03/12/2025
"McCain, Jared",Out,Injury/Illness - Left Knee; Meniscus Surgery,Philadelphia 76ers,PHI@TOR,03/12/2025
"Oubre Jr., Kelly",Questionable,Injury/Illness - Right Ankle; Sprain,Philadelphia 76ers,PHI@TOR,03/12/2025
"Yabusele, Guerschon",Questionable,Injury/Illness - Right Knee; Soreness,Philadelphia 76ers,PHI@TOR,03/12/2025
"Agbaji, Ochai",Doubtful,Injury/Illness - Left Ankle; Sprain,Toronto Raptors,PHI@TOR,03/12/2025
"Barnes, Scottie",Questionable,Injury/Illness - Right Hand; Sprained Fifth MP Joint,Toronto Raptors,PHI@TOR,03/12/2025
"Barrett, RJ",Out,Personal Reasons,Toronto Raptors,PHI@TOR,03/12/2025
"Battle, Jamison",Questionable,Injury/Illness - Nasal; Fracture,Toronto Raptors,PHI@TOR,03/12/2025
"Chomche, Ulrich",Out,Injury/Illness - Right Knee; Partial Proximal MCL Tear,Toronto Raptors,PHI@TOR,03/12/2025
"Dick, Gradey",Out,Injury/Illness - Right Knee; Bone Bruise,Toronto Raptors,PHI@TOR,03/12/2025
"Ingram, Brandon",Out,Injury/Illness - Left Ankle; Sprain,Toronto Raptors,PHI@TOR,03/12/2025
"Mogbo, Jonathan",Out,Injury/Illness - Nasal; Fracture,Toronto Raptors,PHI@TOR,03/12/2025
"Quickley, Immanuel",Out,Rest,Toronto Raptors,PHI@TOR,03/12/2025
"Walter, Ja'Kobe",Out,Injury/Illness - Right Hip; Flexor,Toronto Raptors,PHI@TOR,03/12/2025
"Davis, Anthony",Out,Injury/Illness - Left Adductor; Strain,Dallas Mavericks,DAL@SAS,03/12/2025
"Exum, Dante",Questionable,Injury/Illness - Right Hamstring; Tightness,Dallas Mavericks,DAL@SAS,03/12/2025
"Gafford, Daniel",Out,Injury/Illness - Right Knee; Sprain,Dallas Mavericks,DAL@SAS,03/12/2025
"Hardy, Jaden",Out,Injury/Illness - Right Ankle; Sprain,Dallas Mavericks,DAL@SAS,03/12/2025
"Irving, Kyrie",Out,Injury/Illness - Left Knee; Sprain/ACL tear,Dallas Mavericks,DAL@SAS,03/12/2025
"Jones, Kai",Out,Injury/Illness - Left Quad; Strain,Dallas Mavericks,DAL@SAS,03/12/2025
"Lively II, Dereck",Out,Injury/Illness - Right Ankle; Stress Fracture,Dallas Mavericks,DAL@SAS,03/12/2025
"Prosper, Olivier-Maxence",Out,Injury/Illness - Right Wrist; Sprain,Dallas Mavericks,DAL@SAS,03/12/2025
"Washington, P.J.",Questionable,Injury/Illness - Right Ankle; Sprain,Dallas Mavericks,DAL@SAS,03/12/2025
"Williams, Brandon",Questionable,Injury/Illness - Left Hamstring; Tightness,Dallas Mavericks,DAL@SAS,03/12/2025
"Bassey, Charles",Out,Injury/Illness - Left Knee; Acute-on- chronic Bone Bruise,San Antonio Spurs,DAL@SAS,03/12/2025
"Duke Jr., David",Out,G League - Two-Way,San Antonio Spurs,DAL@SAS,03/12/2025
"Ingram, Harrison",Out,G League - Two-Way,San Antonio Spurs,DAL@SAS,03/12/2025
"Minix, Riley",Out,G League - Two-Way,San Antonio Spurs,DAL@SAS,03/12/2025
"Sochan, Jeremy",Questionable,Injury/Illness - Left Calf; Contusion,San Antonio Spurs,DAL@SAS,03/12/2025
"Vassell, Devin",Questionable,Injury/Illness - Right Wrist; Contusion,San Antonio Spurs,DAL@SAS,03/12/2025
"Wembanyama, Victor",Out,Injury/Illness - Right Shoulder; Deep Vein Thrombosis,San Antonio Spurs,DAL@SAS,03/12/2025
"Baldwin Jr., Patrick",Out,G League - Two-Way,LA Clippers,LAC@MIA,03/12/2025
"Flowers, Trentyn",Out,G League - Two-Way,LA Clippers,LAC@MIA,03/12/2025
"Leonard, Kawhi",Out,Injury/Illness - Right Knee; Injury Management,LA Clippers,LAC@MIA,03/12/2025
"Lundy, Seth",Out,G League - Two-Way,LA Clippers,LAC@MIA,03/12/2025
"Powell, Norman",Out,Injury/Illness - Right Hamstring; Strain,LA Clippers,LAC@MIA,03/12/2025
"Simmons, Ben",Out,Injury/Illness - Left Knee; Injury Management,LA Clippers,LAC@MIA,03/12/2025
"Burks, Alec",Questionable,Injury/Illness - Lower Back; Strain,Miami Heat,LAC@MIA,03/12/2025
"Christopher, Josh",Out,G League - Two-Way,Miami Heat,LAC@MIA,03/12/2025
"Highsmith, Haywood",Available,Injury/Illness - Left Knee; Contusion,Miami Heat,LAC@MIA,03/12/2025
"Jaquez Jr., Jaime",Available,Injury/Illness - Right Ankle; Sprain,Miami Heat,LAC@MIA,03/12/2025
"Jovic, Nikola",Out,Injury/Illness - Right Hand; Broken,Miami Heat,LAC@MIA,03/12/2025
"Robinson, Duncan",Available,Injury/Illness - Low Back; Pain,Miami Heat,LAC@MIA,03/12/2025
"Rozier, Terry",Probable,Injury/Illness - Chest; Illness,Miami Heat,LAC@MIA,03/12/2025
"Smith, Dru",Out,Injury/Illness - Left Achilles; Surgery,Miami Heat,LAC@MIA,03/12/2025
"Ware, Kel'el",Available,Injury/Illness - Left Knee; Sprain,Miami Heat,LAC@MIA,03/12/2025
"Wiggins, Andrew",Available,Injury/Illness - Right Ankle; Sprain,Miami Heat,LAC@MIA,03/12/2025
"Allen, Grayson",Doubtful,Injury/Illness - Left Foot; Soreness,Phoenix Suns,PHX@HOU,03/12/2025
"Bridges, Jalen",Out,G League - Two-Way,Phoenix Suns,PHX@HOU,03/12/2025
"Martin, Cody",Out,G League - On Assignment,Phoenix Suns,PHX@HOU,03/12/2025
"Morris, Monte",Doubtful,Injury/Illness - Low Back; Injury Management,Phoenix Suns,PHX@HOU,03/12/2025
"Richards, Nick",Doubtful,Injury/Illness - Right Ankle; Soreness,Phoenix Suns,PHX@HOU,03/12/2025
"Dante, N'Faly",Out,G League - Two-Way,Houston Rockets,PHX@HOU,03/12/2025
"McVeigh, Jack",Out,G League - Two-Way,Houston Rockets,PHX@HOU,03/12/2025
"Roddy, David",Out,G League - Two-Way,Houston Rockets,PHX@HOU,03/12/2025
"Sheppard, Reed",Out,Injury/Illness - Right Thumb; Avulsion Fracture,Houston Rockets,PHX@HOU,03/12/2025
"Thompson, Amen",Out,Injury/Illness - Left Ankle; Sprain,Houston Rockets,PHX@HOU,03/12/2025
"VanVleet, Fred",Probable,Injury/Illness - Right Ankle; Strain,Houston Rockets,PHX@HOU,03/12/2025
"Clarkson, Jordan",Questionable,Injury/Illness - Left Plantar; Fasciitis,Utah Jazz,UTA@MEM,03/12/2025
"George, Keyonte",Out,Injury/Illness - Left Foot; Contusion,Utah Jazz,UTA@MEM,03/12/2025
"Harkless, Elijah",Out,G League - Two-Way,Utah Jazz,UTA@MEM,03/12/2025
"Hendricks, Taylor",Out,Injury/Illness - Right Fibula; Fracture,Utah Jazz,UTA@MEM,03/12/2025
"Markkanen, Lauri",Questionable,Injury/Illness - Low Back; Injury Management,Utah Jazz,UTA@MEM,03/12/2025
"Potter, Micah",Out,G League - Two-Way,Utah Jazz,UTA@MEM,03/12/2025
"Springer, Jaden",Questionable,Injury/Illness - Low Back; Soreness,Utah Jazz,UTA@MEM,03/12/2025
"Tshiebwe, Oscar",Out,G League - Two-Way,Utah Jazz,UTA@MEM,03/12/2025
"Aldama, Santi",Out,Injury/Illness - Right Calf; Strain,Memphis Grizzlies,UTA@MEM,03/12/2025
"Clarke, Brandon",Questionable,Injury/Illness - Right Knee; Soreness,Memphis Grizzlies,UTA@MEM,03/12/2025
"Edey, Zach",Questionable,Injury/Illness - Right Ankle; Soreness,Memphis Grizzlies,UTA@MEM,03/12/2025
"Jackson Jr., Jaren",Out,Injury/Illness - Left Ankle; Sprain,Memphis Grizzlies,UTA@MEM,03/12/2025
"Kawamura, Yuki",Out,G League - Two-Way,Memphis Grizzlies,UTA@MEM,03/12/2025
"Pullin, Zyon",Out,Injury/Illness - Right Patellar; Tendon Surgery Recovery,Memphis Grizzlies,UTA@MEM,03/12/2025
"Edwards, Jesse",Out,G League - Two-Way,Minnesota Timberwolves,MIN@DEN,03/12/2025
"Gobert, Rudy",Questionable,Injury/Illness - Low Back; Injury Maintenance,Minnesota Timberwolves,MIN@DEN,03/12/2025
"Miller, Leonard",Out,G League - On Assignment,Minnesota Timberwolves,MIN@DEN,03/12/2025
"Newton, Tristen",Out,G League - Two-Way,Minnesota Timberwolves,MIN@DEN,03/12/2025
"Gordon, Aaron",Doubtful,Injury/Illness - Right Calf; Injury Management/Left Ankle Sprain,Denver Nuggets,MIN@DEN,03/12/2025
"Holmes II, DaRon",Out,Injury/Illness - Right Achilles Tendon; Repair,Denver Nuggets,MIN@DEN,03/12/2025
"Jokic, Nikola",Probable,Injury/Illness - Right Elbow; Contusion/Left Ankle Impingement,Denver Nuggets,MIN@DEN,03/12/2025
"Murray, Jamal",Probable,Injury/Illness - Left Ankle; Inflammation,Denver Nuggets,MIN@DEN,03/12/2025
"Strawther, Julian",Out,Injury/Illness - Left Knee; Sprain,Denver Nuggets,MIN@DEN,03/12/2025
"Brunson, Jalen",Out,Injury/Illness - Right Ankle; Sprain,New York Knicks,NYK@POR,03/12/2025
"Dadiet, Pacome",Questionable,G League - On Assignment,New York Knicks,NYK@POR,03/12/2025
"Hukporti, Ariel",Out,Injury/Illness - Left Knee; Meniscus,New York Knicks,NYK@POR,03/12/2025
"McCullar Jr., Kevin",Out,G League - Two-Way,New York Knicks,NYK@POR,03/12/2025
"Ayton, Deandre",Out,Injury/Illness - Left Calf; Strain,Portland Trail Blazers,NYK@POR,03/12/2025
"Cissoko, Sidy",Out,G League - Two-Way,Portland Trail Blazers,NYK@POR,03/12/2025
"Grant, Jerami",Doubtful,Injury/Illness - Right Knee; Tendinitis,Portland Trail Blazers,NYK@POR,03/12/2025
"McGowens, Bryce",Out,G League - Two-Way,Portland Trail Blazers,NYK@POR,03/12/2025
"Minaya, Justin",Out,G League - Two-Way,Portland Trail Blazers,NYK@POR,03/12/2025
"Thybulle, Matisse",Questionable,Injury/Illness - Right Ankle; Sprain,Portland Trail Blazers,NYK@POR,03/12/2025
"Williams III, Robert",Questionable,Injury/Illness - Left Knee; Sprain,Portland Trail Blazers,NYK@POR,03/12/2025
"Bey, Saddiq",Out,Injury/Illness - Left Knee; ACL Surgery,Washington Wizards,WAS@DET,03/13/2025
"Brogdon, Malcolm",Out,Injury/Illness - Left Ankle; Sprain,Washington Wizards,WAS@DET,03/13/2025
"Coulibaly, Bilal",Out,Injury/Illness - Right Hamstring; Strain,Washington Wizards,WAS@DET,03/13/2025
"Jones, Colby",Questionable,Injury/Illness - Right Achilles; Tendinopathy,Washington Wizards,WAS@DET,03/13/2025
"Harper Jr., Ron",Out,G League - Two-Way,Detroit Pistons,WAS@DET,03/13/2025
"Ivey, Jaden",Out,Injury/Illness - Left Fibula; Fracture,Detroit Pistons,WAS@DET,03/13/2025
"Jenkins, Daniss",Out,G League - Two-Way,Detroit Pistons,WAS@DET,03/13/2025
"Klintman, Bobi",Out,G League - On Assignment,Detroit Pistons,WAS@DET,03/13/2025
"Smith, Tolu",Out,G League - Two-Way,Detroit Pistons,WAS@DET,03/13/2025
"Doncic, Luka",Questionable,Injury/Illness - Right Ankle; Soreness,Los Angeles Lakers,LAL@MIL,03/13/2025
"Hachimura, Rui",Out,Injury/Illness - Left Patellar; Tendinopathy,Los Angeles Lakers,LAL@MIL,03/13/2025
"Hayes, Jaxson",Out,Injury/Illness - Right Knee; Contusion,Los Angeles Lakers,LAL@MIL,03/13/2025
"James, Bronny",Out,G League - On Assignment,Los Angeles Lakers,LAL@MIL,03/13/2025
"James, LeBron",Out,Injury/Illness - Left Groin; Strain,Los Angeles Lakers,LAL@MIL,03/13/2025
"Kleber, Maxi",Out,Injury/Illness - Right Foot; Surgery Recovery,Los Angeles Lakers,LAL@MIL,03/13/2025
"Antetokounmpo, Giannis",Probable,Injury/Illness - Left Calf; Strain,Milwaukee Bucks,LAL@MIL,03/13/2025
"Lillard, Damian",Probable,Injury/Illness - Right Groin; Soreness,Milwaukee Bucks,LAL@MIL,03/13/2025
"Livingston, Chris",Questionable,Injury/Illness - Non-covid; Illness,Milwaukee Bucks,LAL@MIL,03/13/2025
"Portis, Bobby",Out,League Suspension,Milwaukee Bucks,LAL@MIL,03/13/2025
"Smith, Tyler",Doubtful,Injury/Illness - Back; Spasms,Milwaukee Bucks,LAL@MIL,03/13/2025
"Clowney, Noah",Out,Injury/Illness - Right Ankle; Sprain,Brooklyn Nets,BKN@CHI,03/13/2025
"Etienne, Tyson",Out,G League - Two-Way,Brooklyn Nets,BKN@CHI,03/13/2025
"Evbuomwan, Tosan",Out,G League - Two-Way,Brooklyn Nets,BKN@CHI,03/13/2025
"Melton, De'Anthony",Out,Injury/Illness - Left Knee; ACL Tear,Brooklyn Nets,BKN@CHI,03/13/2025
"Whitehead, Dariq",Out,G League - On Assignment,Brooklyn Nets,BKN@CHI,03/13/2025
"Ball, Lonzo",Doubtful,Injury/Illness - Right Wrist; Sprain,Chicago Bulls,BKN@CHI,03/13/2025
"Dosunmu, Ayo",Out,Injury/Illness - Left Shoulder; Surgery,Chicago Bulls,BKN@CHI,03/13/2025
"Giddey, Josh",Doubtful,Injury/Illness - Right Ankle; Sprain,Chicago Bulls,BKN@CHI,03/13/2025
"Liddell, E.J.",Out,G League - Two-Way,Chicago Bulls,BKN@CHI,03/13/2025
"Miller, Emanuel",Out,G League - Two-Way,Chicago Bulls,BKN@CHI,03/13/2025
"Young, Jahmir",Out,G League - Two-Way,Chicago Bulls,BKN@CHI,03/13/2025
"McClung, Mac",Out,G League - Two-Way,Orlando Magic,ORL@NOP,03/13/2025
"Suggs, Jalen",Out,Injury/Illness - Left Knee; Trochlea cartilage tear,Orlando Magic,ORL@NOP,03/13/2025
"Thompson, Ethan",Out,G League - Two-Way,Orlando Magic,ORL@NOP,03/13/2025
"Wagner, Moritz",Out,Injury/Illness - Left Knee; Torn ACL,Orlando Magic,ORL@NOP,03/13/2025
"Boston, Brandon",Out,Injury/Illness - Left Ankle; Stress Reqction,New Orleans Pelicans,ORL@NOP,03/13/2025
"Brooks Jr., Keion",Out,G League - Two-Way,New Orleans Pelicans,ORL@NOP,03/13/2025
"Jones, Herbert",Out,Injury/Illness - Right Shoulder; Torn Rotator Cuff,New Orleans Pelicans,ORL@NOP,03/13/2025
"Missi, Yves",Out,Injury/Illness - Left Ankle; Sprain,New Orleans Pelicans,ORL@NOP,03/13/2025
"Murray, Dejounte",Out,Injury/Illness - Right Achilles; Rupture,New Orleans Pelicans,ORL@NOP,03/13/2025
"Olynyk, Kelly",Out,Personal Reasons,New Orleans Pelicans,ORL@NOP,03/13/2025
"Quinones, Lester",Out,G League - Two-Way,New Orleans Pelicans,ORL@NOP,03/13/2025
"Jones, Mason",Out,G League - Two-Way,Sacramento Kings,SAC@GSW,03/13/2025
"Labissiere, Skal",Out,G League - On Assignment,Sacramento Kings,SAC@GSW,03/13/2025
"LaRavia, Jake",Questionable,Injury/Illness - Right Knee; Soreness,Sacramento Kings,SAC@GSW,03/13/2025
"Sabonis, Domantas",Questionable,Injury/Illness - Left Hamstring; Strain,Sacramento Kings,SAC@GSW,03/13/2025
"Kuminga, Jonathan",Probable,Injury/Illness - Right Ankle; Sprain,Golden State Warriors,SAC@GSW,03/13/2025
"Payton II, Gary",Available,Injury/Illness - Bilateral Nasal Bone; Fracture - Facemask,Golden State Warriors,SAC@GSW,03/13/2025
"Podziemski, Brandin",Out,Injury/Illness - Bilateral Low Back; Strain,Golden State Warriors,SAC@GSW,03/13/2025
"Brown, Jaylen",Questionable,Injury/Illness - Right Knee; Posterior Impingement,Boston Celtics,BOS@MIA,03/14/2025
"Davison, JD",Out,G League - Two-Way,Boston Celtics,BOS@MIA,03/14/2025
"Horford, Al",Probable,Injury/Illness - Left Big Toe; Sprain,Boston Celtics,BOS@MIA,03/14/2025
"Norris, Miles",Out,G League - Two-Way,Boston Celtics,BOS@MIA,03/14/2025
"Peterson, Drew",Out,G League - Two-Way,Boston Celtics,BOS@MIA,03/14/2025
"Porzingis, Kristaps",Questionable,Injury/Illness - Illness; Non-Covid,Boston Celtics,BOS@MIA,03/14/2025
