PLAYER,STATUS,REASON,TEAM,GAME,DATE
"Bagley III, Marvin",Out,Injury/Illness - Back; Lumbosacral sprain,Washington Wizards,SAC@WAS,03/21/2024
"Coulibaly, Bilal",Out,Injury/Illness - Right Wrist; Fracture,Washington Wizards,SAC@WAS,03/21/2024
"Holmes, Richaun",Available,Injury/Illness - N/a; Non-Covid illness,Washington Wizards,SAC@WAS,03/21/2024
"Jones, Tyus",Out,Injury/Illness - Back; Lumbosacral sprain,Washington Wizards,SAC@WAS,03/21/2024
"Livers, Isaiah",Out,Injury/Illness - Right Hip; Joint capsule inflammation,Washington Wizards,SAC@WAS,03/21/2024
"Omoruyi, Eugene",Out,Injury/Illness - Right Ankle; Sprain,Washington Wizards,SAC@WAS,03/21/2024
"Shamet, Landry",Out,Injury/Illness - Left Calf; Strain,Washington Wizards,SAC@WAS,03/21/2024
"Claxton, Nic",Questionable,Injury/Illness - N/a; Illness,Brooklyn Nets,BKN@MIL,03/21/2024
"Clowney, Noah",Available,G League - On Assignment,Brooklyn Nets,BKN@MIL,03/21/2024
"Finney-Smith, Dorian",Out,Injury/Illness - Left Ankle; Soreness,Brooklyn Nets,BKN@MIL,03/21/2024
"Gilyard, Jacob",Out,G League - Two-Way,Brooklyn Nets,BKN@MIL,03/21/2024
"Johnson, Keon",Out,G League - Two-Way,Brooklyn Nets,BKN@MIL,03/21/2024
"Martin, Jaylen",Out,G League - Two-Way,Brooklyn Nets,BKN@MIL,03/21/2024
"Simmons, Ben",Out,Injury/Illness - Left Lower Back; Nerve Impingement,Brooklyn Nets,BKN@MIL,03/21/2024
"Whitehead, Dariq",Out,Injury/Illness - Left Shin; Stress Reaction,Brooklyn Nets,BKN@MIL,03/21/2024
"Antetokounmpo, Giannis",Questionable,Injury/Illness - Left Hamstring; Tendinopathy,Milwaukee Bucks,BKN@MIL,03/21/2024
"Galloway, Jaylin",Out,G League - Two-Way,Milwaukee Bucks,BKN@MIL,03/21/2024
"Livingston, Chris",Out,G League - On Assignment,Milwaukee Bucks,BKN@MIL,03/21/2024
"Middleton, Khris",Out,Injury/Illness - Left Ankle; Injury Management,Milwaukee Bucks,BKN@MIL,03/21/2024
"Rollins, Ryan",Out,G League - Two-Way,Milwaukee Bucks,BKN@MIL,03/21/2024
"Washington Jr., TyTy",Out,G League - Two-Way,Milwaukee Bucks,BKN@MIL,03/21/2024
"Ball, Lonzo",Out,Injury/Illness - Left Knee; Surgery,Chicago Bulls,CHI@HOU,03/21/2024
"Caruso, Alex",Questionable,Injury/Illness - Left Ankle; Sprain,Chicago Bulls,CHI@HOU,03/21/2024
"Drell, Henri",Out,G League - Two-Way,Chicago Bulls,CHI@HOU,03/21/2024
"Funk, Andrew",Out,G League - Two-Way,Chicago Bulls,CHI@HOU,03/21/2024
"LaVine, Zach",Out,Injury/Illness - Right Midfoot; Surgery,Chicago Bulls,CHI@HOU,03/21/2024
"Phillips, Julian",Out,Injury/Illness - Right Foot; Sprain,Chicago Bulls,CHI@HOU,03/21/2024
"Sanogo, Adama",Out,G League - Two-Way,Chicago Bulls,CHI@HOU,03/21/2024
"White, Coby",Questionable,Injury/Illness - Right Hip; Strain,Chicago Bulls,CHI@HOU,03/21/2024
"Williams, Patrick",Out,Injury/Illness - Left Midfoot; Surgery,Chicago Bulls,CHI@HOU,03/21/2024
"Adams, Steven",Out,Injury/Illness - Right Knee; PCL Surgery,Houston Rockets,CHI@HOU,03/21/2024
"Eason, Tari",Out,Injury/Illness - Left Tibia; Surgery,Houston Rockets,CHI@HOU,03/21/2024
"Hinton, Nate",Out,G League - Two-Way,Houston Rockets,CHI@HOU,03/21/2024
"Samuels Jr., Jermaine",Out,G League - Two-Way,Houston Rockets,CHI@HOU,03/21/2024
"Sengun, Alperen",Out,Injury/Illness - Right Ankle; Sprain,Houston Rockets,CHI@HOU,03/21/2024
"Whitmore, Cam",Out,Injury/Illness - Right Knee; Sprain,Houston Rockets,CHI@HOU,03/21/2024
"Bazley, Darius",Out,G League - On Assignment,Utah Jazz,UTA@DAL,03/21/2024
"Clarkson, Jordan",Out,Injury/Illness - Right Groin; Strain,Utah Jazz,UTA@DAL,03/21/2024
"Collins, John",Out,Injury/Illness - Right Facial; Contusion,Utah Jazz,UTA@DAL,03/21/2024
"Lofton Jr., Kenneth",Out,G League - On Assignment,Utah Jazz,UTA@DAL,03/21/2024
"Brown III, Greg",Out,G League - Two-Way,Dallas Mavericks,UTA@DAL,03/21/2024
"Fudge, Alex",Out,G League - Two-Way,Dallas Mavericks,UTA@DAL,03/21/2024
"Green, Josh",Out,Injury/Illness - Right Ankle; Sprain,Dallas Mavericks,UTA@DAL,03/21/2024
"Williams, Brandon",Out,G League - Two-Way,Dallas Mavericks,UTA@DAL,03/21/2024
"Anunoby, OG",Out,Injury/Illness - Right Elbow; Injury Management,New York Knicks,NYK@DEN,03/21/2024
"Randle, Julius",Out,Injury/Illness - Right Shoulder; Dislocated,New York Knicks,NYK@DEN,03/21/2024
"Robinson, Mitchell",Out,Injury/Illness - Left Ankle; Surgery,New York Knicks,NYK@DEN,03/21/2024
"Cancar, Vlatko",Out,Injury/Illness - Left Knee; Surgery,Denver Nuggets,NYK@DEN,03/21/2024
"Gillespie, Collin",Out,G League - Two-Way,Denver Nuggets,NYK@DEN,03/21/2024
"Huff, Jay",Out,G League - Two-Way,Denver Nuggets,NYK@DEN,03/21/2024
"Nnaji, Zeke",Questionable,Injury/Illness - Low Back; Pain,Denver Nuggets,NYK@DEN,03/21/2024
"Bey, Saddiq",Out,Injury/Illness - Left Knee; Torn ACL,Atlanta Hawks,ATL@PHX,03/21/2024
"Bufkin, Kobe",Out,Injury/Illness - Left Big Toe; Sprain,Atlanta Hawks,ATL@PHX,03/21/2024
"Griffin, AJ",Out,Injury/Illness - Right Ankle; Sprain,Atlanta Hawks,ATL@PHX,03/21/2024
"Gueye, Mouhamed",Out,Injury/Illness - Right UCL; Sprain,Atlanta Hawks,ATL@PHX,03/21/2024
"Johnson, Jalen",Out,Injury/Illness - Right Ankle; Injury,Atlanta Hawks,ATL@PHX,03/21/2024
"Lundy, Seth",Out,G League - Two-Way,Atlanta Hawks,ATL@PHX,03/21/2024
"Matthews, Wesley",Questionable,Injury/Illness - N/A; Illness,Atlanta Hawks,ATL@PHX,03/21/2024
"Young, Trae",Out,Injury/Illness - Left Fifth Finger; Torn Ligament,Atlanta Hawks,ATL@PHX,03/21/2024
"Brown, Jaylen",Questionable,Injury/Illness - Right Ankle; Management,Boston Celtics,BOS@DET,03/22/2024
"Davison, JD",Available,-,Boston Celtics,BOS@DET,03/22/2024
"Hauser, Sam",Probable,Injury/Illness - Left Ankle; Sprain,Boston Celtics,BOS@DET,03/22/2024
"Holiday, Jrue",Out,Injury/Illness - Right AC Joint; Sprain,Boston Celtics,BOS@DET,03/22/2024
"Horford, Al",Questionable,Injury/Illness - Left Big Toe; Sprain,Boston Celtics,BOS@DET,03/22/2024
"Peterson, Drew",Out,G League - Two-Way,Boston Celtics,BOS@DET,03/22/2024
"Porzingis, Kristaps",Questionable,Injury/Illness - Right Hamstring; Management,Boston Celtics,BOS@DET,03/22/2024
"Tatum, Jayson",Questionable,Injury/Illness - Right Ankle; Impingement,Boston Celtics,BOS@DET,03/22/2024
"Fontecchio, Simone",Out,Injury/Illness - Left Great Toe; Contusion,Detroit Pistons,BOS@DET,03/22/2024
"Gibson, Taj",Out,Injury/Illness - Right Hamstring; Soreness,Detroit Pistons,BOS@DET,03/22/2024
"Grimes, Quentin",Out,Injury/Illness - Right Knee; Contusion,Detroit Pistons,BOS@DET,03/22/2024
"Stewart, Isaiah",Out,Injury/Illness - Right Hamstring; Strain,Detroit Pistons,BOS@DET,03/22/2024
"Thompson, Ausar",Out,Injury/Illness - Illness; Medical,Detroit Pistons,BOS@DET,03/22/2024
"Umude, Stanley",Out,Injury/Illness - Right Ankle; Fracture,Detroit Pistons,BOS@DET,03/22/2024
"Dieng, Ousmane",Out,G League - On Assignment,Oklahoma City Thunder,OKC@TOR,03/22/2024
"Flagler, Adam",Out,G League - Two-Way,Oklahoma City Thunder,OKC@TOR,03/22/2024
"Johnson, Keyontae",Out,G League - Two-Way,Oklahoma City Thunder,OKC@TOR,03/22/2024
"Sarr, Olivier",Out,G League - Two-Way,Oklahoma City Thunder,OKC@TOR,03/22/2024
"Barnes, Scottie",Out,Injury/Illness - Left Hand; Fracture; Third Metacarpal,Toronto Raptors,OKC@TOR,03/22/2024
"Barrett, RJ",Out,Personal Reasons,Toronto Raptors,OKC@TOR,03/22/2024
"Boucher, Chris",Out,Injury/Illness - Right Knee; Partial Tear; MCL,Toronto Raptors,OKC@TOR,03/22/2024
"Carton, D.J.",Out,Injury/Illness - Right Ankle; Sprain,Toronto Raptors,OKC@TOR,03/22/2024
"Poeltl, Jakob",Out,Injury/Illness - Left Hand; Torn Ligament; Fifth Finger,Toronto Raptors,OKC@TOR,03/22/2024
"Quickley, Immanuel",Out,Personal Reasons,Toronto Raptors,OKC@TOR,03/22/2024
"Trent Jr., Gary",Questionable,Injury/Illness - Back; Lower; stiffness,Toronto Raptors,OKC@TOR,03/22/2024
"Jerome, Ty",Out,Injury/Illness - Right Ankle; Surgery,Cleveland Cavaliers,CLE@MIN,03/22/2024
"Mitchell, Donovan",Out,Injury/Illness - Nasal; Fracture,Cleveland Cavaliers,CLE@MIN,03/22/2024
"Mobley, Evan",Out,Injury/Illness - Left Ankle; Sprain,Cleveland Cavaliers,CLE@MIN,03/22/2024
"Mobley, Isaiah",Out,G League - Two-Way,Cleveland Cavaliers,CLE@MIN,03/22/2024
"Nance, Pete",Out,G League - Two-Way,Cleveland Cavaliers,CLE@MIN,03/22/2024
"Strus, Max",Out,Injury/Illness - Right Knee; Strain,Cleveland Cavaliers,CLE@MIN,03/22/2024
"Wade, Dean",Out,Injury/Illness - Right Knee; Sprain,Cleveland Cavaliers,CLE@MIN,03/22/2024
"Clark, Jaylen",Out,Rupture Rehab,Minnesota Timberwolves,CLE@MIN,03/22/2024
"Edwards, Anthony",Questionable,Injury/Illness - Left Middle Finger; Dislocation/Sprain,Minnesota Timberwolves,CLE@MIN,03/22/2024
"Gobert, Rudy",Questionable,Injury/Illness - Left Rib; Sprain,Minnesota Timberwolves,CLE@MIN,03/22/2024
"Reid, Naz",Questionable,Injury/Illness - Concussion; Protocol,Minnesota Timberwolves,CLE@MIN,03/22/2024
"Towns, Karl-Anthony",Out,Injury/Illness - Left Meniscus; Tear,Minnesota Timberwolves,CLE@MIN,03/22/2024
"Bane, Desmond",Doubtful,Injury/Illness - Back; Soreness,Memphis Grizzlies,MEM@SAS,03/22/2024
"Clarke, Brandon",Out,Injury/Illness - Left Achilles; Tendon Repair,Memphis Grizzlies,MEM@SAS,03/22/2024
"Kennard, Luke",Out,Personal Reasons,Memphis Grizzlies,MEM@SAS,03/22/2024
"Konchar, John",Questionable,Injury/Illness - Right Heel; Soreness,Memphis Grizzlies,MEM@SAS,03/22/2024
"LaRavia, Jake",Questionable,Injury/Illness - Illness; Illness,Memphis Grizzlies,MEM@SAS,03/22/2024
"Morant, Ja",Out,Injury/Illness - Right Shoulder; Labral Repair,Memphis Grizzlies,MEM@SAS,03/22/2024
"Pippen Jr., Scotty",Questionable,Injury/Illness - Left Shin; Contusion,Memphis Grizzlies,MEM@SAS,03/22/2024
"Rose, Derrick",Out,Injury/Illness - Right Groin; Low Back Injury Recovery,Memphis Grizzlies,MEM@SAS,03/22/2024
"Smart, Marcus",Out,Injury/Illness - Right Ring Finger; Central Slip Tear,Memphis Grizzlies,MEM@SAS,03/22/2024
"Stevens, Lamar",Out,Injury/Illness - Left Adductor; Strain,Memphis Grizzlies,MEM@SAS,03/22/2024
"Watanabe, Yuta",Out,Personal Reasons,Memphis Grizzlies,MEM@SAS,03/22/2024
"Williams Jr., Vince",Doubtful,Injury/Illness - Left Patellar; Tendonitis,Memphis Grizzlies,MEM@SAS,03/22/2024
"Williams, Ziaire",Out,Injury/Illness - Right Low Back; Hip Flexor Strain,Memphis Grizzlies,MEM@SAS,03/22/2024
"Bassey, Charles",Out,Injury/Illness - Left Acl; Tear,San Antonio Spurs,MEM@SAS,03/22/2024
"Bouyea, Jamaree",Out,G League - Two-Way,San Antonio Spurs,MEM@SAS,03/22/2024
"Cissoko, Sidy",Out,G League - On Assignment,San Antonio Spurs,MEM@SAS,03/22/2024
"Collins, Zach",Probable,Concussion Protocol,San Antonio Spurs,MEM@SAS,03/22/2024
"Duke Jr., David",Out,G League - Two-Way,San Antonio Spurs,MEM@SAS,03/22/2024
"Gray, RaiQuan",Out,G League - Two-Way,San Antonio Spurs,MEM@SAS,03/22/2024
"Daniels, Dyson",Out,Injury/Illness - Left Knee; Meniscectomy,New Orleans Pelicans,NOP@MIA,03/22/2024
"Hill, Malcolm",Out,G League - Two-Way,New Orleans Pelicans,NOP@MIA,03/22/2024
"Ingram, Brandon",Out,Injury/Illness - Left Knee; Bone Contusion,New Orleans Pelicans,NOP@MIA,03/22/2024
"Liddell, E.J.",Out,G League - On Assignment,New Orleans Pelicans,NOP@MIA,03/22/2024
"Seabron, Dereon",Out,G League - Two-Way,New Orleans Pelicans,NOP@MIA,03/22/2024
"Zeller, Cody",Available,Injury/Illness - Face; Mask,New Orleans Pelicans,NOP@MIA,03/22/2024
"Adebayo, Bam",Questionable,Injury/Illness - Low Back; Contusion,Miami Heat,NOP@MIA,03/22/2024
"Herro, Tyler",Out,Injury/Illness - Right Foot; Medial Tendinitis,Miami Heat,NOP@MIA,03/22/2024
"Jovic, Nikola",Available,Injury/Illness - Right Hamstring; Strain,Miami Heat,NOP@MIA,03/22/2024
"Love, Kevin",Out,Injury/Illness - Right Heel; Bruise,Miami Heat,NOP@MIA,03/22/2024
"Martin, Caleb",Available,Injury/Illness - Left Thumb; Sprain,Miami Heat,NOP@MIA,03/22/2024
"Richardson, Josh",Out,Injury/Illness - Right Shoulder; Surgery,Miami Heat,NOP@MIA,03/22/2024
"Robinson, Duncan",Out,Injury/Illness - Left Facet; Syndrome,Miami Heat,NOP@MIA,03/22/2024
"Williams, Alondes",Out,G League - Two-Way,Miami Heat,NOP@MIA,03/22/2024
"Jackson, Quenton",Questionable,G League - Two-Way,Indiana Pacers,IND@GSW,03/22/2024
"Johnson, James",Out,Personal Reasons,Indiana Pacers,IND@GSW,03/22/2024
"Mathurin, Bennedict",Out,Injury/Illness - Right Shoulder; Labral Tear,Indiana Pacers,IND@GSW,03/22/2024
"Toppin, Obi",Questionable,Injury/Illness - Left Ankle; Sprain,Indiana Pacers,IND@GSW,03/22/2024
"Tshiebwe, Oscar",Questionable,G League - Two-Way,Indiana Pacers,IND@GSW,03/22/2024
"Wong, Isaiah",Questionable,G League - Two-Way,Indiana Pacers,IND@GSW,03/22/2024
"Green, Draymond",Probable,Injury/Illness - Low Back; Soreness,Golden State Warriors,IND@GSW,03/22/2024
"Moody, Moses",Questionable,Injury/Illness - Left Knee; Soreness,Golden State Warriors,IND@GSW,03/22/2024
"Mann, Terance",Questionable,Injury/Illness - Right Shoulder; Strain,LA Clippers,LAC@POR,03/22/2024
"Powell, Norman",Questionable,Injury/Illness - Left Lower Leg; Contusion,LA Clippers,LAC@POR,03/22/2024
"Westbrook, Russell",Out,Injury/Illness - Left Hand; Fracture,LA Clippers,LAC@POR,03/22/2024
"Brogdon, Malcolm",Out,Tendinitis,Portland Trail Blazers,LAC@POR,03/22/2024
"Grant, Jerami",Doubtful,Injury/Illness - Right Hamstring; Strain,Portland Trail Blazers,LAC@POR,03/22/2024
"Minaya, Justin",Questionable,G League - Two-Way,Portland Trail Blazers,LAC@POR,03/22/2024
"Sharpe, Shaedon",Out,Injury/Illness - Lower Abdominal; Surgery,Portland Trail Blazers,LAC@POR,03/22/2024
"Simons, Anfernee",Probable,Injury/Illness - Left Knee; Tendinitis,Portland Trail Blazers,LAC@POR,03/22/2024
"Thybulle, Matisse",Questionable,Injury/Illness - Right Ankle; Soreness,Portland Trail Blazers,LAC@POR,03/22/2024
"Williams III, Robert",Out,Injury/Illness - Right Knee; Ligament Tear,Portland Trail Blazers,LAC@POR,03/22/2024
"Covington, Robert",Out,Injury/Illness - Left Knee; Bone Bruise,Philadelphia 76ers,PHI@LAL,03/22/2024
"Embiid, Joel",Out,Injury/Illness - Left Knee; Meniscus Procedure,Philadelphia 76ers,PHI@LAL,03/22/2024
"Harris, Tobias",Questionable,Injury/Illness - Right Ankle; Sprain,Philadelphia 76ers,PHI@LAL,03/22/2024
"Jones, Kai",Out,Injury/Illness - Right Hamstring; Strain,Philadelphia 76ers,PHI@LAL,03/22/2024
"Melton, De'Anthony",Out,Injury/Illness - Back; Lumbar Spine Bone Stress,Philadelphia 76ers,PHI@LAL,03/22/2024
"Smith, Terquavion",Out,G League - Two-Way,Philadelphia 76ers,PHI@LAL,03/22/2024
"Castleton, Colin",Out,Injury/Illness - Right Wrist; Fracture,Los Angeles Lakers,PHI@LAL,03/22/2024
"Davis, Anthony",Probable,Injury/Illness - Bilateral Achilles;,Los Angeles Lakers,PHI@LAL,03/22/2024
"Hood-Schifino, Jalen",Out,Injury/Illness - Back Disc; Surgery,Los Angeles Lakers,PHI@LAL,03/22/2024
"James, LeBron",Questionable,Injury/Illness - Left Ankle; Peroneal Tendinopathy,Los Angeles Lakers,PHI@LAL,03/22/2024
"Vanderbilt, Jarred",Out,Injury/Illness - Right Mid-foot; Sprain,Los Angeles Lakers,PHI@LAL,03/22/2024
"Vincent, Gabe",Out,Injury/Illness - Left Knee; Surgery,Los Angeles Lakers,PHI@LAL,03/22/2024
"Wood, Christian",Out,Injury/Illness - Left Knee; Surgery,Los Angeles Lakers,PHI@LAL,03/22/2024
"Gilyard, Jacob",Out,G League - Two-Way,Brooklyn Nets,BKN@NYK,03/23/2024
"Johnson, Keon",Out,G League - Two-Way,Brooklyn Nets,BKN@NYK,03/23/2024
"Martin, Jaylen",Out,G League - Two-Way,Brooklyn Nets,BKN@NYK,03/23/2024
"Schroder, Dennis",Available,Injury/Illness - Right Forearm; Soreness,Brooklyn Nets,BKN@NYK,03/23/2024
"Simmons, Ben",Out,Injury/Illness - Left Lower Back; Nerve Impingement,Brooklyn Nets,BKN@NYK,03/23/2024
"Smith Jr., Dennis",Available,Injury/Illness - Right Hip; Soreness,Brooklyn Nets,BKN@NYK,03/23/2024
"Whitehead, Dariq",Out,Injury/Illness - Left Shin; Stress Reaction,Brooklyn Nets,BKN@NYK,03/23/2024
"Anunoby, OG",Out,Injury/Illness - Right Elbow; Injury Management,New York Knicks,BKN@NYK,03/23/2024
"Randle, Julius",Out,Injury/Illness - Right Shoulder; Dislocated,New York Knicks,BKN@NYK,03/23/2024
"Robinson, Mitchell",Out,Injury/Illness - Left Ankle; Surgery,New York Knicks,BKN@NYK,03/23/2024
"Ford, Jordan",Out,G League - Two-Way,Sacramento Kings,SAC@ORL,03/23/2024
"Huerter, Kevin",Out,Injury/Illness - Left Shoulder; Dislocation,Sacramento Kings,SAC@ORL,03/23/2024
"Jones, Mason",Out,G League - Two-Way,Sacramento Kings,SAC@ORL,03/23/2024
"Lyles, Trey",Out,Injury/Illness - Left Knee; Sprain,Sacramento Kings,SAC@ORL,03/23/2024
"Vezenkov, Sasha",Questionable,Injury/Illness - Right Ankle; Sprain,Sacramento Kings,SAC@ORL,03/23/2024
"Harris, Gary",Questionable,Injury/Illness - Right Plantar Fascia; Strain,Orlando Magic,SAC@ORL,03/23/2024
"Ball, LaMelo",Out,Injury/Illness - Right Ankle; Tendinopathy,Charlotte Hornets,CHA@ATL,03/23/2024
"Black, Leaky",Out,G League - Two-Way,Charlotte Hornets,CHA@ATL,03/23/2024
"Bolden, Marques",Out,G League - Two-Way,Charlotte Hornets,CHA@ATL,03/23/2024
"Curry, Seth",Out,Injury/Illness - Right Ankle; Sprain,Charlotte Hornets,CHA@ATL,03/23/2024
"Martin, Cody",Out,Injury/Illness - Left Ankle; Sprain,Charlotte Hornets,CHA@ATL,03/23/2024
"McGowens, Bryce",Out,Injury/Illness - Right Knee; Strain,Charlotte Hornets,CHA@ATL,03/23/2024
"Thor, JT",Questionable,Injury/Illness - Left Shoulder; Inflammation,Charlotte Hornets,CHA@ATL,03/23/2024
"Williams, Mark",Out,Injury/Illness - Low Back; Injury Recovery,Charlotte Hornets,CHA@ATL,03/23/2024
"Bey, Saddiq",Out,Injury/Illness - Left ACL; Tear,Atlanta Hawks,CHA@ATL,03/23/2024
"Bufkin, Kobe",Out,Injury/Illness - Left Big Toe; Sprain,Atlanta Hawks,CHA@ATL,03/23/2024
"Griffin, AJ",Out,Injury/Illness - Right Ankle; Sprain,Atlanta Hawks,CHA@ATL,03/23/2024
"Gueye, Mouhamed",Out,Injury/Illness - Right UCL; Sprain,Atlanta Hawks,CHA@ATL,03/23/2024
"Johnson, Jalen",Out,Injury/Illness - Right Ankle; Sprain,Atlanta Hawks,CHA@ATL,03/23/2024
"Lundy, Seth",Questionable,G League - Two-Way,Atlanta Hawks,CHA@ATL,03/23/2024
"Okongwu, Onyeka",Doubtful,Injury/Illness - Left Big Toe; Injury,Atlanta Hawks,CHA@ATL,03/23/2024
"Young, Trae",Out,Injury/Illness - Left Fifth Finger; Torn Ligament,Atlanta Hawks,CHA@ATL,03/23/2024
"Brown, Jaylen",Out,Injury/Illness - Right Ankle; Injury Management,Boston Celtics,BOS@CHI,03/23/2024
"Holiday, Jrue",Out,Injury/Illness - Right AC Joint; Sprain,Boston Celtics,BOS@CHI,03/23/2024
"Horford, Al",Questionable,Injury/Illness - Left Big Toe; Sprain,Boston Celtics,BOS@CHI,03/23/2024
"Peterson, Drew",Out,G League - Two-Way,Boston Celtics,BOS@CHI,03/23/2024
"Porzingis, Kristaps",Out,Injury/Illness - Right Hamstring; Injury Management,Boston Celtics,BOS@CHI,03/23/2024
"Tatum, Jayson",Questionable,Injury/Illness - Right Ankle; Impingement,Boston Celtics,BOS@CHI,03/23/2024
"Ball, Lonzo",Out,Injury/Illness - Left Knee; Surgery,Chicago Bulls,BOS@CHI,03/23/2024
"Caruso, Alex",Probable,Injury/Illness - Left Ankle; Sprain,Chicago Bulls,BOS@CHI,03/23/2024
"Drell, Henri",Out,G League - Two-Way,Chicago Bulls,BOS@CHI,03/23/2024
"Funk, Andrew",Out,G League - Two-Way,Chicago Bulls,BOS@CHI,03/23/2024
"LaVine, Zach",Out,Injury/Illness - Right Midfoot; Surgery,Chicago Bulls,BOS@CHI,03/23/2024
"Phillips, Julian",Out,Injury/Illness - Right Foot; Sprain,Chicago Bulls,BOS@CHI,03/23/2024
"Sanogo, Adama",Out,G League - Two-Way,Chicago Bulls,BOS@CHI,03/23/2024
"White, Coby",Probable,Injury/Illness - Right Hip; Strain,Chicago Bulls,BOS@CHI,03/23/2024
"Williams, Patrick",Out,Injury/Illness - Left Midfoot; Surgery,Chicago Bulls,BOS@CHI,03/23/2024
"Lee, Damion",Out,Surgery,Phoenix Suns,PHX@SAS,03/23/2024
"Nurkic, Jusuf",Probable,Injury/Illness - Orbital; Contusion,Phoenix Suns,PHX@SAS,03/23/2024
"Okogie, Josh",Questionable,Injury/Illness - Lower Abdominal; Strain,Phoenix Suns,PHX@SAS,03/23/2024
"Bassey, Charles",Out,Injury/Illness - Left Acl; Tear,San Antonio Spurs,PHX@SAS,03/23/2024
"Bouyea, Jamaree",Out,G League - Two-Way,San Antonio Spurs,PHX@SAS,03/23/2024
"Cissoko, Sidy",Out,G League - On Assignment,San Antonio Spurs,PHX@SAS,03/23/2024
"Duke Jr., David",Out,G League - Two-Way,San Antonio Spurs,PHX@SAS,03/23/2024
"Gray, RaiQuan",Out,G League - Two-Way,San Antonio Spurs,PHX@SAS,03/23/2024
"Barnes, Scottie",Out,Injury/Illness - Left Hand; Fracture,Toronto Raptors,TOR@WAS,03/23/2024
"Barrett, RJ",Out,Personal Reasons,Toronto Raptors,TOR@WAS,03/23/2024
"Boucher, Chris",Out,Injury/Illness - Right Knee; MCL partial tear,Toronto Raptors,TOR@WAS,03/23/2024
"Carton, D.J.",Out,Injury/Illness - Right Ankle; Sprain,Toronto Raptors,TOR@WAS,03/23/2024
"Poeltl, Jakob",Out,Injury/Illness - Left Hand; Fifth finger; torn ligament,Toronto Raptors,TOR@WAS,03/23/2024
"Quickley, Immanuel",Out,Personal Reasons,Toronto Raptors,TOR@WAS,03/23/2024
"Trent Jr., Gary",Probable,Injury/Illness - Back; Lower; stiffness,Toronto Raptors,TOR@WAS,03/23/2024
"Coulibaly, Bilal",Out,Injury/Illness - Right Wrist; Fracture,Washington Wizards,TOR@WAS,03/23/2024
"Jones, Tyus",Out,Injury/Illness - Back; Lumbosacral,Washington Wizards,TOR@WAS,03/23/2024
"Livers, Isaiah",Out,Injury/Illness - Right Hip; Joint capsule inflammation,Washington Wizards,TOR@WAS,03/23/2024
"Omoruyi, Eugene",Out,Injury/Illness - Right Ankle; Sprain,Washington Wizards,TOR@WAS,03/23/2024
"Poole, Jordan",Questionable,Injury/Illness - Right Hip; Contusion,Washington Wizards,TOR@WAS,03/23/2024
"Shamet, Landry",Out,Injury/Illness - Left Calf; Strain,Washington Wizards,TOR@WAS,03/23/2024
"Bazley, Darius",Out,G League - On Assignment,Utah Jazz,UTA@HOU,03/23/2024
"Clarkson, Jordan",Out,Injury/Illness - Right Groin; Strain,Utah Jazz,UTA@HOU,03/23/2024
"Collins, John",Questionable,Injury/Illness - Right Facial; Contusion,Utah Jazz,UTA@HOU,03/23/2024
